NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N,D5C,D5N,D6C,D6N
6,Município,45,Pessoas,...,1100924,Chupinguaia - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1100940,Cujubim - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101005,Governador Jorge Teixeira - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101104,Itapuã do Oeste - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101203,Ministro Andreazza - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101302,Mirante da Serra - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101401,Monte Negro - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101435,Nova União - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101450,Parecis - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101468,Pimenteiras do Oeste - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101476,Primavera de Rondônia - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101484,São Felipe D'Oeste - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101492,São Francisco do Guaporé - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101500,Seringueiras - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101559,Teixeirópolis - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101609,Theobroma - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101708,Urupá - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101757,Vale do Anari - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1101807,Vale do Paraíso - RO,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200013,Acrelândia - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,2917,1200054,Assis Brasil - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20263,1200104,Brasiléia - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200138,Bujari - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200179,Capixaba - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,66603,1200203,Cruzeiro do Sul - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200252,Epitaciolândia - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17769,1200302,Feijó - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200328,Jordão - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10217,1200336,Mâncio Lima - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5327,1200344,Manoel Urbano - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200351,Marechal Thaumaturgo - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15535,1200385,Plácido de Castro - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200393,Porto Walter - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,197376,1200401,Rio Branco - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200427,Rodrigues Alves - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200435,Santa Rosa do Purus - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17489,1200450,Senador Guiomard - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,24197,1200500,Sena Madureira - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,27659,1200609,Tarauacá - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12366,1200708,Xapuri - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1200807,Porto Acre - AC,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8487,1300029,Alvarães - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,4738,1300060,Amaturá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6024,1300086,Anamã - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8990,1300102,Anori - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5732,1300144,Apuí - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7993,1300201,Atalaia do Norte - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17107,1300300,Autazes - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11035,1300409,Barcelos - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16316,1300508,Barreirinha - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18312,1300607,Benjamin Constant - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7436,1300631,Beruri - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7504,1300680,Boa Vista do Ramos - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,25005,1300706,Boca do Acre - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17217,1300805,Borba - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6833,1300839,Caapiranga - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12152,1300904,Canutama - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,19298,1301001,Carauari - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,31816,1301100,Careiro - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18161,1301159,Careiro da Várzea - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38678,1301209,Coari - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13462,1301308,Codajás - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20372,1301407,Eirunepé - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16339,1301506,Envira - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16445,1301605,Fonte Boa - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11495,1301654,Guajará - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38792,1301704,Humaitá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9653,1301803,Ipixuna - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18876,1301852,Iranduba - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,58757,1301902,Itacoatiara - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9085,1301951,Itamarati - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5137,1302009,Itapiranga - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10777,1302108,Japurá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5045,1302207,Juruá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14890,1302306,Jutaí - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,33052,1302405,Lábrea - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,57173,1302504,Manacapuru - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10718,1302553,Manaquiri - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,1011501,1302603,Manaus - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,37857,1302702,Manicoré - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11838,1302801,Maraã - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30499,1302900,Maués - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13250,1303007,Nhamundá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,12949,1303106,Nova Olinda do Norte - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14024,1303205,Novo Airão - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11634,1303304,Novo Aripuanã - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,58783,1303403,Parintins - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17037,1303502,Pauini - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7089,1303536,Presidente Figueiredo - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6519,1303569,Rio Preto da Eva - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15421,1303601,Santa Isabel do Rio Negro - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17214,1303700,Santo Antônio do Içá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23140,1303809,São Gabriel da Cachoeira - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13623,1303908,São Paulo de Olivença - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,4539,1303957,São Sebastião do Uatumã - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5703,1304005,Silves - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,27923,1304062,Tabatinga - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,25386,1304104,Tapauá - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,53970,1304203,Tefé - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10034,1304237,Tonantins - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,5407,1304260,Uarini - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11328,1304302,Urucará - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17673,1304401,Urucurituba - AM,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400027,Amajari - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11211,1400050,Alto Alegre - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,144249,1400100,Boa Vista - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9478,1400159,Bonfim - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400175,Cantá - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8900,1400209,Caracaraí - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400233,Caroebe - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400282,Iracema - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13308,1400308,Mucajaí - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11188,1400407,Normandia - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400456,Pacaraima - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400472,Rorainópolis - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10143,1400506,São João da Baliza - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9106,1400605,São Luiz - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1400704,Uiramutã - RR,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,99989,1500107,Abaetetuba - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500131,Abel Figueiredo - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,37184,1500206,Acará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20008,1500305,Afuá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500347,Água Azul do Norte - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,52856,1500404,Alenquer - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,33442,1500503,Almeirim - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,72408,1500602,Altamira - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14284,1500701,Anajás - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,88151,1500800,Ananindeua - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500859,Anapu - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30323,1500909,Augusto Corrêa - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1500958,Aurora do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,10876,1501006,Aveiro - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13844,1501105,Bagre - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20072,1501204,Baião - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501253,Bannach - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,45946,1501303,Barcarena - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,1244689,1501402,Belém - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501451,Belterra - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,68465,1501501,Benevides - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15952,1501576,Bom Jesus do Tocantins - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8532,1501600,Bonito - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,97149,1501709,Bragança - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501725,Brasil Novo - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,11939,1501758,Brejo Grande do Araguaia - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501782,Breu Branco - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,72140,1501808,Breves - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14117,1501907,Bujaru - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1501956,Cachoeira do Piriá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13246,1502004,Cachoeira do Arari - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,85187,1502103,Cametá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502152,Canaã dos Carajás - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,51166,1502202,Capanema - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,45452,1502301,Capitão Poço - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,102071,1502400,Castanhal - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,17400,1502509,Chaves - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,8338,1502608,Colares - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,54900,1502707,Conceição do Araguaia - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15247,1502756,Concórdia do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502764,Cumaru do Norte - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,38672,1502772,Curionópolis - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,15204,1502806,Curralinho - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502855,Curuá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,25776,1502905,Curuçá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,24362,1502939,Dom Eliseu - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1502954,Eldorado do Carajás - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,13574,1503002,Faro - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503044,Floresta do Araguaia - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20473,1503077,Garrafão do Norte - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503093,Goianésia do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18969,1503101,Gurupá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,27307,1503200,Igarapé-Açu - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,41843,1503309,Igarapé-Miri - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,6668,1503408,Inhangapi - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503457,Ipixuna do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,31110,1503507,Irituia - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,116402,1503606,Itaituba - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,37011,1503705,Itupiranga - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1503754,Jacareacanga - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,43012,1503804,Jacundá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,23262,1503903,Juruti - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,16475,1504000,Limoeiro do Ajuru - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,29100,1504059,Mãe do Rio - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,7331,1504109,Magalhães Barata - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,123668,1504208,Marabá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,25575,1504307,Maracanã - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,20087,1504406,Marapanim - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504422,Marituba - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,29728,1504455,Medicilândia - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,14538,1504505,Melgaço - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18496,1504604,Mocajuba - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,44424,1504703,Moju - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,46951,1504802,Monte Alegre - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,22367,1504901,Muaná - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504950,Nova Esperança do Piriá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1504976,Nova Ipixuna - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,9427,1505007,Nova Timboteua - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505031,Novo Progresso - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505064,Novo Repartimento - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,42307,1505106,Óbidos - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,18792,1505205,Oeiras do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,41154,1505304,Oriximiná - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30995,1505403,Ourém - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,28718,1505437,Ourilândia do Norte - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,30777,1505486,Pacajá - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,...,1505494,Palestina do Pará - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
6,Município,45,Pessoas,67075,1505502,Paragominas - PA,1991,1991,93,População residente,0,Total,0,Total,0,Total
